observation_count,total_provision,total_discounted_realized_loss,provision_gap,coverage_ratio,mean_gap,mean_absolute_error,root_mean_squared_error,outcome
36962,6994256137.5862150192,7120962097.2956829071,-126705959.7094678879,0.9822066235,-3428.0060524178,184224.4417851352,710165.8466927655,under_provisioned
