month,current_marginal_pd,current_cumulative_pd,current_survival,origination_marginal_pd,origination_cumulative_pd,origination_survival
218,0.000038120225,0.098980601391,0.901019398609,0.000010954355,0.002222161227,0.997777838773
219,0.000038008931,0.099018610322,0.900981389678,0.000010970722,0.002233131948,0.997766868052
220,0.000037902028,0.099056512350,0.900943487650,0.000010988328,0.002244120276,0.997755879724
221,0.000037776393,0.099094288743,0.900905711257,0.000011004174,0.002255124450,0.997744875550
222,0.000037669348,0.099131958091,0.900868041909,0.000011021120,0.002266145570,0.997733854430
223,0.000037571350,0.099169529440,0.900830470560,0.000011038753,0.002277184323,0.997722815677
224,0.000037470023,0.099206999463,0.900793000537,0.000011057098,0.002288241422,0.997711758578
225,0.000037372854,0.099244372317,0.900755627683,0.000011073640,0.002299315062,0.997700684938
226,0.000037278222,0.099281650539,0.900718349461,0.000011091612,0.002310406674,0.997689593326
227,0.000037190766,0.099318841306,0.900681158694,0.000011108975,0.002321515649,0.997678484351
228,0.000037106788,0.099355948094,0.900644051906,0.000011126876,0.002332642525,0.997667357475
229,0.000037024751,0.099392972845,0.900607027155,0.000011144763,0.002343787288,0.997656212712
230,0.000036946164,0.099429919009,0.900570080991,0.000011163557,0.002354950845,0.997645049155
231,0.000036839406,0.099466758415,0.900533241585,0.000011180231,0.002366131076,0.997633868924
232,0.000036764311,0.099503522726,0.900496477274,0.000011197576,0.002377328652,0.997622671348
233,0.000036691243,0.099540213969,0.900459786031,0.000011214803,0.002388543456,0.997611456544
234,0.000036588723,0.099576802692,0.900423197308,0.000011232025,0.002399775480,0.997600224520
235,0.000036521111,0.099613323803,0.900386676197,0.000011250268,0.002411025748,0.997588974252
236,0.000036455658,0.099649779461,0.900350220539,0.000011268648,0.002422294396,0.997577705604
237,0.000036391322,0.099686170783,0.900313829217,0.000011286130,0.002433580526,0.997566419474
238,0.000036327256,0.099722498039,0.900277501961,0.000011304642,0.002444885168,0.997555114832
239,0.000036267886,0.099758765925,0.900241234075,0.000011323132,0.002456208300,0.997543791700
240,0.000036209826,0.099794975751,0.900205024249,0.000011341016,0.002467549316,0.997532450684
241,0.000036154521,0.099831130273,0.900168869727,0.000011359442,0.002478908758,0.997521091242
242,0.000036097947,0.099867228220,0.900132771780,0.000011378189,0.002490286947,0.997509713053
243,0.000036040276,0.099903268496,0.900096731504,0.000011396529,0.002501683475,0.997498316525
244,0.000035985634,0.099939254130,0.900060745870,0.000011415800,0.002513099275,0.997486900725
245,0.000035937842,0.099975191972,0.900024808028,0.000011435341,0.002524534616,0.997475465384
246,0.000035891492,0.100011083464,0.899988916536,0.000011454713,0.002535989329,0.997464010671
247,0.000035846782,0.100046930245,0.899953069755,0.000011474112,0.002547463441,0.997452536559
248,0.000035803571,0.100082733817,0.899917266183,0.000011493521,0.002558956962,0.997441043038
249,0.000035761402,0.100118495219,0.899881504781,0.000011512457,0.002570469419,0.997429530581
250,0.000035721204,0.100154216423,0.899845783577,0.000011531700,0.002582001119,0.997417998881
251,0.000035648052,0.100189864474,0.899810135526,0.000011551058,0.002593552177,0.997406447823
252,0.000035610969,0.100225475444,0.899774524556,0.000011570829,0.002605123006,0.997394876994
253,0.000035575275,0.100261050719,0.899738949281,0.000011590634,0.002616713641,0.997383286359
254,0.000035540738,0.100296591457,0.899703408543,0.000011610226,0.002628323867,0.997371676133
255,0.000035507427,0.100332098884,0.899667901116,0.000011629717,0.002639953584,0.997360046416
256,0.000035475703,0.100367574587,0.899632425413,0.000011649622,0.002651603205,0.997348396795
257,0.000035443593,0.100403018180,0.899596981820,0.000011668877,0.002663272082,0.997336727918
258,0.000035414399,0.100438432579,0.899561567421,0.000011688849,0.002674960931,0.997325039069
259,0.000035386407,0.100473818986,0.899526181014,0.000011708854,0.002686669785,0.997313330215
260,0.000035359205,0.100509178191,0.899490821809,0.000011728421,0.002698398206,0.997301601794
261,0.000035332221,0.100544510412,0.899455489588,0.000011747149,0.002710145355,0.997289854645
262,0.000035307114,0.100579817526,0.899420182474,0.000011766589,0.002721911944,0.997278088056
263,0.000035278404,0.100615095930,0.899384904070,0.000011785607,0.002733697550,0.997266302450
264,0.000035255716,0.100650351645,0.899349648355,0.000011805421,0.002745502971,0.997254497029
265,0.000035181824,0.100685533469,0.899314466531,0.000011825123,0.002757328094,0.997242671906
266,0.000035156670,0.100720690139,0.899279309861,0.000011840460,0.002769168554,0.997230831446
267,0.000034770070,0.100755460209,0.899244539791,0.000011675591,0.002780844146,0.997219155854
268,0.000034073988,0.100789534197,0.899210465803,0.000011423640,0.002792267786,0.997207732214
269,0.000032983371,0.100822517568,0.899177482432,0.000011111540,0.002803379326,0.997196620674
270,0.000032365755,0.100854883323,0.899145116677,0.000010867394,0.002814246720,0.997185753280
271,0.000031640734,0.100886524057,0.899113475943,0.000010610394,0.002824857113,0.997175142887
272,0.000030733747,0.100917257805,0.899082742195,0.000010276790,0.002835133904,0.997164866096
273,0.000029773715,0.100947031520,0.899052968480,0.000009822663,0.002844956567,0.997155043433
274,0.000028109952,0.100975141471,0.899024858529,0.000009327616,0.002854284183,0.997145715817
275,0.000026680902,0.101001822373,0.898998177627,0.000008855828,0.002863140012,0.997136859988
276,0.000025632526,0.101027454899,0.898972545101,0.000008431949,0.002871571961,0.997128428039
277,0.000024719076,0.101052173974,0.898947826026,0.000008100871,0.002879672832,0.997120327168
278,0.000023924118,0.101076098093,0.898923901907,0.000007792674,0.002887465506,0.997112534494
279,0.000023224646,0.101099322739,0.898900677261,0.000007543878,0.002895009384,0.997104990616
280,0.000022490175,0.101121812913,0.898878187087,0.000007282381,0.002902291764,0.997097708236
281,0.000021631543,0.101143444456,0.898856555544,0.000006975829,0.002909267593,0.997090732407
282,0.000020897581,0.101164342037,0.898835657963,0.000006742084,0.002916009678,0.997083990322
283,0.000020060362,0.101184402399,0.898815597601,0.000006502004,0.002922511681,0.997077488319
284,0.000019270621,0.101203673020,0.898796326980,0.000006249071,0.002928760752,0.997071239248
285,0.000018441737,0.101222114756,0.898777885244,0.000006023142,0.002934783895,0.997065216105
286,0.000017823429,0.101239938185,0.898760061815,0.000005778138,0.002940562033,0.997059437967
287,0.000016909896,0.101256848081,0.898743151919,0.000005543748,0.002946105781,0.997053894219
288,0.000015988438,0.101272836519,0.898727163481,0.000005247518,0.002951353299,0.997048646701
289,0.000015263492,0.101288100010,0.898711899990,0.000004963869,0.002956317168,0.997043682832
290,0.000014432074,0.101302532084,0.898697467916,0.000004647771,0.002960964939,0.997039035061
291,0.000013701498,0.101316233583,0.898683766417,0.000004353093,0.002965318032,0.997034681968
292,0.000013087953,0.101329321535,0.898670678465,0.000004059732,0.002969377764,0.997030622236
293,0.000012173198,0.101341494733,0.898658505267,0.000003696028,0.002973073792,0.997026926208
294,0.000011072684,0.101352567417,0.898647432583,0.000003349380,0.002976423172,0.997023576828
295,0.000009698049,0.101362265466,0.898637734534,0.000002970538,0.002979393709,0.997020606291
296,0.000009049783,0.101371315248,0.898628684752,0.000002663876,0.002982057586,0.997017942414
297,0.000008344319,0.101379659567,0.898620340433,0.000002378163,0.002984435749,0.997015564251
298,0.000007478883,0.101387138450,0.898612861550,0.000002087186,0.002986522935,0.997013477065
299,0.000006599819,0.101393738268,0.898606261732,0.000001810527,0.002988333462,0.997011666538
300,0.000005651052,0.101399389321,0.898600610679,0.000001481955,0.002989815417,0.997010184583
301,0.000004907098,0.101404296419,0.898595703581,0.000001181096,0.002990996513,0.997009003487
302,0.000004096948,0.101408393366,0.898591606634,0.000000817795,0.002991814308,0.997008185692
303,0.000004062699,0.101412456065,0.898587543935,0.000000806059,0.002992620367,0.997007379633
304,0.000004054305,0.101416510370,0.898583489630,0.000000802776,0.002993423143,0.997006576857
305,0.000004030016,0.101420540386,0.898579459614,0.000000796539,0.002994219681,0.997005780319
306,0.000004010376,0.101424550761,0.898575449239,0.000000790935,0.002995010617,0.997004989383
307,0.000003970099,0.101428520861,0.898571479139,0.000000786831,0.002995797448,0.997004202552
308,0.000003952806,0.101432473666,0.898567526334,0.000000782776,0.002996580224,0.997003419776
309,0.000003934442,0.101436408109,0.898563591891,0.000000779754,0.002997359978,0.997002640022
310,0.000003907856,0.101440315965,0.898559684035,0.000000778984,0.002998138962,0.997001861038
311,0.000003901882,0.101444217847,0.898555782153,0.000000777635,0.002998916597,0.997001083403
312,0.000003894270,0.101448112117,0.898551887883,0.000000777551,0.002999694148,0.997000305852
