segment_type,segment,from_state,to_state,sample_count,weighted_count,probability
Vintage,2005Q1,DEFAULTED,DEFAULTED,2035,68851.3760000000,1.0000000000
Vintage,2005Q2,30_DPD,30_DPD,7415,287604.8635000000,0.4725036641
Vintage,2005Q2,30_DPD,60_DPD,2712,105190.0728000000,0.1728159052
Vintage,2005Q2,30_DPD,90_PLUS,8,310.2952000000,0.0005097814
Vintage,2005Q2,30_DPD,CENSORED_DEFECT,1,38.7869000000,0.0000637227
Vintage,2005Q2,30_DPD,CENSORED_RPL,21,814.5249000000,0.0013381763
Vintage,2005Q2,30_DPD,CURRENT,5405,209643.1945000000,0.3444210795
Vintage,2005Q2,30_DPD,PAID_OFF,131,5081.0839000000,0.0083476709
Vintage,2005Q2,60_DPD,30_DPD,751,29128.9619000000,0.1539249846
Vintage,2005Q2,60_DPD,60_DPD,1857,72027.2733000000,0.3806107809
Vintage,2005Q2,60_DPD,90_PLUS,1653,64114.7457000000,0.3387989342
Vintage,2005Q2,60_DPD,CENSORED_DEFECT,1,38.7869000000,0.0002049600
Vintage,2005Q2,60_DPD,CENSORED_RPL,2,77.5738000000,0.0004099201
Vintage,2005Q2,60_DPD,CURRENT,581,22535.1889000000,0.1190817791
Vintage,2005Q2,60_DPD,DEFAULTED,2,77.5738000000,0.0004099201
Vintage,2005Q2,60_DPD,PAID_OFF,32,1241.1808000000,0.0065587210
Vintage,2005Q2,90_PLUS,30_DPD,109,4227.7721000000,0.0064504675
Vintage,2005Q2,90_PLUS,60_DPD,261,10123.3809000000,0.0154456149
Vintage,2005Q2,90_PLUS,90_PLUS,15186,589017.8634000000,0.8986862351
Vintage,2005Q2,90_PLUS,CENSORED_DEFECT,12,465.4428000000,0.0007101432
Vintage,2005Q2,90_PLUS,CENSORED_RPL,2,77.5738000000,0.0001183572
Vintage,2005Q2,90_PLUS,CURRENT,746,28935.0274000000,0.0441472364
Vintage,2005Q2,90_PLUS,DEFAULTED,498,19315.8762000000,0.0294709433
Vintage,2005Q2,90_PLUS,PAID_OFF,84,3258.0996000000,0.0049710025
Vintage,2005Q2,CURRENT,30_DPD,7419,287760.0111000000,0.0101555709
Vintage,2005Q2,CURRENT,60_DPD,51,1978.1319000000,0.0000698119
Vintage,2005Q2,CURRENT,90_PLUS,55,2133.2795000000,0.0000752873
Vintage,2005Q2,CURRENT,CENSORED_DEFECT,18,698.1642000000,0.0000246395
Vintage,2005Q2,CURRENT,CENSORED_RPL,106,4111.4114000000,0.0001450991
Vintage,2005Q2,CURRENT,CURRENT,714031,27695048.9939000010,0.9774083377
Vintage,2005Q2,CURRENT,DEFAULTED,5,193.9345000000,0.0000068443
Vintage,2005Q2,CURRENT,PAID_OFF,8850,343264.0650000000,0.0121144093
Vintage,2005Q2,DEFAULTED,CENSORED_DEFECT,1,38.7869000000,0.0004789272
Vintage,2005Q2,DEFAULTED,DEFAULTED,2087,80948.2603000000,0.9995210728
Vintage,2005Q3,30_DPD,30_DPD,7905,401845.1415000000,0.4814544126
Vintage,2005Q3,30_DPD,60_DPD,2952,150062.8536000000,0.1797917047
Vintage,2005Q3,30_DPD,90_PLUS,19,965.8517000000,0.0011571959
Vintage,2005Q3,30_DPD,CENSORED_RPL,21,1067.5203000000,0.0012790060
Vintage,2005Q3,30_DPD,CURRENT,5401,274556.0543000000,0.3289481698
Vintage,2005Q3,30_DPD,DEFAULTED,4,203.3372000000,0.0002436202
Vintage,2005Q3,30_DPD,PAID_OFF,117,5947.6131000000,0.0071258907
Vintage,2005Q3,60_DPD,30_DPD,853,43361.6579000000,0.1645765001
Vintage,2005Q3,60_DPD,60_DPD,1940,98618.5420000000,0.3743005981
Vintage,2005Q3,60_DPD,90_PLUS,1756,89265.0308000000,0.3387999228
Vintage,2005Q3,60_DPD,CENSORED_DEFECT,1,50.8343000000,0.0001929385
Vintage,2005Q3,60_DPD,CENSORED_RPL,10,508.3430000000,0.0019293845
Vintage,2005Q3,60_DPD,CURRENT,585,29738.0655000000,0.1128689948
Vintage,2005Q3,60_DPD,DEFAULTED,6,305.0058000000,0.0011576307
Vintage,2005Q3,60_DPD,PAID_OFF,32,1626.6976000000,0.0061740305
Vintage,2005Q3,90_PLUS,30_DPD,111,5642.6073000000,0.0059011164
Vintage,2005Q3,90_PLUS,60_DPD,246,12505.2378000000,0.0130781499
Vintage,2005Q3,90_PLUS,90_PLUS,17000,864183.1000000000,0.9037745880
Vintage,2005Q3,90_PLUS,CENSORED_DEFECT,6,305.0058000000,0.0003189793
Vintage,2005Q3,90_PLUS,CENSORED_RPL,1,50.8343000000,0.0000531632
Vintage,2005Q3,90_PLUS,CURRENT,772,39244.0796000000,0.0410419989
Vintage,2005Q3,90_PLUS,DEFAULTED,591,30043.0713000000,0.0314194577
Vintage,2005Q3,90_PLUS,PAID_OFF,83,4219.2469000000,0.0044125465
Vintage,2005Q3,CURRENT,30_DPD,7554,384002.3022000000,0.0101913750
Vintage,2005Q3,CURRENT,60_DPD,45,2287.5435000000,0.0000607111
Vintage,2005Q3,CURRENT,90_PLUS,44,2236.7092000000,0.0000593620
Vintage,2005Q3,CURRENT,CENSORED_DEFECT,8,406.6744000000,0.0000107931
Vintage,2005Q3,CURRENT,CENSORED_RPL,114,5795.1102000000,0.0001538015
Vintage,2005Q3,CURRENT,CURRENT,724704,36839820.5472000018,0.9777244119
Vintage,2005Q3,CURRENT,DEFAULTED,2,101.6686000000,0.0000026983
Vintage,2005Q3,CURRENT,PAID_OFF,8744,444495.1192000000,0.0117968471
Vintage,2005Q3,DEFAULTED,CENSORED_DEFECT,3,152.5029000000,0.0013761468
Vintage,2005Q3,DEFAULTED,DEFAULTED,2177,110666.2711000000,0.9986238532
Vintage,2005Q4,30_DPD,30_DPD,8335,314151.9845000000,0.4718369658
Vintage,2005Q4,30_DPD,60_DPD,3307,124643.1449000000,0.1872063402
Vintage,2005Q4,30_DPD,90_PLUS,12,452.2884000000,0.0006793094
Vintage,2005Q4,30_DPD,CENSORED_DEFECT,2,75.3814000000,0.0001132182
Vintage,2005Q4,30_DPD,CENSORED_RPL,22,829.1954000000,0.0012454005
Vintage,2005Q4,30_DPD,CURRENT,5875,221432.8625000000,0.3325785451
Vintage,2005Q4,30_DPD,DEFAULTED,1,37.6907000000,0.0000566091
Vintage,2005Q4,30_DPD,PAID_OFF,111,4183.6677000000,0.0062836117
Vintage,2005Q4,60_DPD,30_DPD,917,34562.3719000000,0.1553184282
Vintage,2005Q4,60_DPD,60_DPD,2229,84012.5703000000,0.3775406504
Vintage,2005Q4,60_DPD,90_PLUS,2097,79037.3979000000,0.3551829268
Vintage,2005Q4,60_DPD,CENSORED_RPL,7,263.8349000000,0.0011856369
Vintage,2005Q4,60_DPD,CURRENT,619,23330.5433000000,0.1048441734
Vintage,2005Q4,60_DPD,DEFAULTED,3,113.0721000000,0.0005081301
Vintage,2005Q4,60_DPD,PAID_OFF,32,1206.1024000000,0.0054200542
Vintage,2005Q4,90_PLUS,30_DPD,144,5427.4608000000,0.0064952639
Vintage,2005Q4,90_PLUS,60_DPD,304,11457.9728000000,0.0137122237
Vintage,2005Q4,90_PLUS,90_PLUS,20019,754530.1233000000,0.9029769959
Vintage,2005Q4,90_PLUS,CENSORED_DEFECT,6,226.1442000000,0.0002706360
Vintage,2005Q4,90_PLUS,CENSORED_RPL,2,75.3814000000,0.0000902120
Vintage,2005Q4,90_PLUS,CURRENT,902,33997.0114000000,0.0406856112
Vintage,2005Q4,90_PLUS,DEFAULTED,720,27137.3040000000,0.0324763194
Vintage,2005Q4,90_PLUS,PAID_OFF,73,2751.4211000000,0.0032927379
Vintage,2005Q4,CURRENT,30_DPD,8271,311739.7797000000,0.0121104657
Vintage,2005Q4,CURRENT,60_DPD,65,2449.8955000000,0.0000951735
Vintage,2005Q4,CURRENT,90_PLUS,46,1733.7722000000,0.0000673536
Vintage,2005Q4,CURRENT,CENSORED_DEFECT,13,489.9791000000,0.0000190347
Vintage,2005Q4,CURRENT,CENSORED_RPL,151,5691.2957000000,0.0002210954
Vintage,2005Q4,CURRENT,CURRENT,665792,25094166.5344000012,0.9748580816
Vintage,2005Q4,CURRENT,DEFAULTED,4,150.7628000000,0.0000058568
Vintage,2005Q4,CURRENT,PAID_OFF,8621,324931.5247000000,0.0126229386
Vintage,2005Q4,DEFAULTED,CENSORED_DEFECT,2,75.3814000000,0.0006856359
Vintage,2005Q4,DEFAULTED,DEFAULTED,2915,109868.3905000000,0.9993143641
Vintage,2006Q1,30_DPD,30_DPD,8220,245427.8280000000,0.4720068906
Vintage,2006Q1,30_DPD,60_DPD,3396,101395.7304000000,0.1950043066
Vintage,2006Q1,30_DPD,90_PLUS,15,447.8610000000,0.0008613264
Vintage,2006Q1,30_DPD,CENSORED_DEFECT,2,59.7148000000,0.0001148435
Vintage,2006Q1,30_DPD,CENSORED_RPL,21,627.0054000000,0.0012058570
Vintage,2006Q1,30_DPD,CURRENT,5629,168067.3046000000,0.3232271031
Vintage,2006Q1,30_DPD,DEFAULTED,5,149.2870000000,0.0002871088
Vintage,2006Q1,30_DPD,PAID_OFF,127,3791.8898000000,0.0072925639
Vintage,2006Q1,60_DPD,30_DPD,953,28454.1022000000,0.1601680672
Vintage,2006Q1,60_DPD,60_DPD,2195,65536.9930000000,0.3689075630
Vintage,2006Q1,60_DPD,90_PLUS,2161,64521.8414000000,0.3631932773
Vintage,2006Q1,60_DPD,CENSORED_DEFECT,1,29.8574000000,0.0001680672
Vintage,2006Q1,60_DPD,CENSORED_RPL,7,209.0018000000,0.0011764706
Vintage,2006Q1,60_DPD,CURRENT,599,17884.5826000000,0.1006722689
Vintage,2006Q1,60_DPD,DEFAULTED,4,119.4296000000,0.0006722689
Vintage,2006Q1,60_DPD,PAID_OFF,30,895.7220000000,0.0050420168
Vintage,2006Q1,90_PLUS,30_DPD,160,4777.1840000000,0.0065897858
Vintage,2006Q1,90_PLUS,60_DPD,289,8628.7886000000,0.0119028007
Vintage,2006Q1,90_PLUS,90_PLUS,22052,658415.3848000000,0.9082372323
Vintage,2006Q1,90_PLUS,CENSORED_DEFECT,17,507.5758000000,0.0007001647
Vintage,2006Q1,90_PLUS,CENSORED_RPL,1,29.8574000000,0.0000411862
Vintage,2006Q1,90_PLUS,CURRENT,890,26573.0860000000,0.0366556837
Vintage,2006Q1,90_PLUS,DEFAULTED,808,24124.7792000000,0.0332784185
Vintage,2006Q1,90_PLUS,PAID_OFF,63,1881.0162000000,0.0025947282
Vintage,2006Q1,CURRENT,30_DPD,8079,241217.9346000000,0.0128124004
Vintage,2006Q1,CURRENT,60_DPD,73,2179.5902000000,0.0001157699
Vintage,2006Q1,CURRENT,90_PLUS,57,1701.8718000000,0.0000903957
Vintage,2006Q1,CURRENT,CENSORED_DEFECT,20,597.1480000000,0.0000317178
Vintage,2006Q1,CURRENT,CENSORED_RPL,158,4717.4692000000,0.0002505705
Vintage,2006Q1,CURRENT,CURRENT,613679,18322859.3746000007,0.9732270153
Vintage,2006Q1,CURRENT,DEFAULTED,3,89.5722000000,0.0000047577
Vintage,2006Q1,CURRENT,PAID_OFF,8492,253549.0408000000,0.0134673727
Vintage,2006Q1,DEFAULTED,CENSORED_DEFECT,3,89.5722000000,0.0008849558
Vintage,2006Q1,DEFAULTED,DEFAULTED,3387,101127.0138000000,0.9991150442
Vintage,2006Q2,30_DPD,30_DPD,8048,248045.7984000000,0.4770033191
Vintage,2006Q2,30_DPD,60_DPD,3304,101831.9232000000,0.1958274064
Vintage,2006Q2,30_DPD,90_PLUS,25,770.5200000000,0.0014817449
Vintage,2006Q2,30_DPD,CENSORED_DEFECT,1,30.8208000000,0.0000592698
Vintage,2006Q2,30_DPD,CENSORED_RPL,28,862.9824000000,0.0016595543
Vintage,2006Q2,30_DPD,CURRENT,5360,165199.4880000000,0.3176861072
Vintage,2006Q2,30_DPD,DEFAULTED,3,92.4624000000,0.0001778094
Vintage,2006Q2,30_DPD,PAID_OFF,103,3174.5424000000,0.0061047890
Vintage,2006Q2,60_DPD,30_DPD,959,29557.1472000000,0.1530481966
Vintage,2006Q2,60_DPD,60_DPD,2542,78346.4736000000,0.4056814555
Vintage,2006Q2,60_DPD,90_PLUS,2129,65617.4832000000,0.3397701883
Vintage,2006Q2,60_DPD,CENSORED_RPL,8,246.5664000000,0.0012767316
Vintage,2006Q2,60_DPD,CURRENT,597,18400.0176000000,0.0952760932
Vintage,2006Q2,60_DPD,DEFAULTED,4,123.2832000000,0.0006383658
Vintage,2006Q2,60_DPD,PAID_OFF,27,832.1616000000,0.0043089690
Vintage,2006Q2,90_PLUS,30_DPD,132,4068.3456000000,0.0057026829
Vintage,2006Q2,90_PLUS,60_DPD,354,10910.5632000000,0.0152935586
Vintage,2006Q2,90_PLUS,90_PLUS,20934,645202.6272000000,0.9043936579
Vintage,2006Q2,90_PLUS,CENSORED_DEFECT,23,708.8784000000,0.0009936493
Vintage,2006Q2,90_PLUS,CURRENT,909,28016.1072000000,0.0392707478
Vintage,2006Q2,90_PLUS,DEFAULTED,729,22468.3632000000,0.0314943621
Vintage,2006Q2,90_PLUS,PAID_OFF,66,2034.1728000000,0.0028513414
Vintage,2006Q2,CURRENT,30_DPD,7731,238275.6048000000,0.0137038265
Vintage,2006Q2,CURRENT,60_DPD,70,2157.4560000000,0.0001240807
Vintage,2006Q2,CURRENT,90_PLUS,60,1849.2480000000,0.0001063549
Vintage,2006Q2,CURRENT,CENSORED_DEFECT,19,585.5952000000,0.0000336790
Vintage,2006Q2,CURRENT,CENSORED_RPL,159,4900.5072000000,0.0002818404
Vintage,2006Q2,CURRENT,CURRENT,547476,16873648.3007999994,0.9704457510
Vintage,2006Q2,CURRENT,DEFAULTED,5,154.1040000000,0.0000088629
Vintage,2006Q2,CURRENT,PAID_OFF,8629,265952.6832000000,0.0152956045
Vintage,2006Q2,DEFAULTED,CENSORED_DEFECT,1,30.8208000000,0.0003385240
Vintage,2006Q2,DEFAULTED,DEFAULTED,2953,91013.8224000000,0.9996614760
Vintage,2006Q3,30_DPD,30_DPD,7870,223488.3250000000,0.4816696248
Vintage,2006Q3,30_DPD,60_DPD,3148,89395.3300000000,0.1926678499
Vintage,2006Q3,30_DPD,90_PLUS,22,624.7450000000,0.0013464716
Vintage,2006Q3,30_DPD,CENSORED_DEFECT,2,56.7950000000,0.0001224065
Vintage,2006Q3,30_DPD,CENSORED_RPL,33,937.1175000000,0.0020197074
Vintage,2006Q3,30_DPD,CURRENT,5150,146247.1250000000,0.3151967685
Vintage,2006Q3,30_DPD,DEFAULTED,1,28.3975000000,0.0000612033
Vintage,2006Q3,30_DPD,PAID_OFF,113,3208.9175000000,0.0069159679
Vintage,2006Q3,60_DPD,30_DPD,813,23087.1675000000,0.1427066877
Vintage,2006Q3,60_DPD,60_DPD,2170,61622.5750000000,0.3809022292
Vintage,2006Q3,60_DPD,90_PLUS,2094,59464.3650000000,0.3675618747
Vintage,2006Q3,60_DPD,CENSORED_RPL,2,56.7950000000,0.0003510620
Vintage,2006Q3,60_DPD,CURRENT,583,16555.7425000000,0.1023345621
Vintage,2006Q3,60_DPD,DEFAULTED,5,141.9875000000,0.0008776549
Vintage,2006Q3,60_DPD,PAID_OFF,30,851.9250000000,0.0052659294
Vintage,2006Q3,90_PLUS,30_DPD,152,4316.4200000000,0.0066026671
Vintage,2006Q3,90_PLUS,60_DPD,315,8945.2125000000,0.0136831589
Vintage,2006Q3,90_PLUS,90_PLUS,20844,591917.4900000000,0.9054341688
Vintage,2006Q3,90_PLUS,CENSORED_DEFECT,23,653.1425000000,0.0009990878
Vintage,2006Q3,90_PLUS,CENSORED_RPL,4,113.5900000000,0.0001737544
Vintage,2006Q3,90_PLUS,CURRENT,874,24819.4150000000,0.0379653360
Vintage,2006Q3,90_PLUS,DEFAULTED,749,21269.7275000000,0.0325355111
Vintage,2006Q3,90_PLUS,PAID_OFF,60,1703.8500000000,0.0026063160
Vintage,2006Q3,CURRENT,30_DPD,7499,212952.8525000000,0.0138931088
Vintage,2006Q3,CURRENT,60_DPD,70,1987.8250000000,0.0001296863
Vintage,2006Q3,CURRENT,90_PLUS,62,1760.6450000000,0.0001148650
Vintage,2006Q3,CURRENT,CENSORED_DEFECT,16,454.3600000000,0.0000296426
Vintage,2006Q3,CURRENT,CENSORED_RPL,147,4174.4325000000,0.0002723412
Vintage,2006Q3,CURRENT,CURRENT,523363,14862200.7925000004,0.9696144982
Vintage,2006Q3,CURRENT,DEFAULTED,9,255.5775000000,0.0000166740
Vintage,2006Q3,CURRENT,PAID_OFF,8598,244161.7050000000,0.0159291839
Vintage,2006Q3,DEFAULTED,CENSORED_DEFECT,3,85.1925000000,0.0009633911
Vintage,2006Q3,DEFAULTED,DEFAULTED,3111,88344.6225000000,0.9990366089
Vintage,2006Q4,30_DPD,30_DPD,9030,273416.6610000000,0.4947403024
Vintage,2006Q4,30_DPD,60_DPD,3507,106187.4009000000,0.1921433268
Vintage,2006Q4,30_DPD,90_PLUS,28,847.8036000000,0.0015340785
Vintage,2006Q4,30_DPD,CENSORED_DEFECT,5,151.3935000000,0.0002739426
Vintage,2006Q4,30_DPD,CENSORED_RPL,25,756.9675000000,0.0013697129
Vintage,2006Q4,30_DPD,CURRENT,5532,167501.7684000000,0.3030900723
Vintage,2006Q4,30_DPD,DEFAULTED,3,90.8361000000,0.0001643655
Vintage,2006Q4,30_DPD,PAID_OFF,122,3694.0014000000,0.0066841990
Vintage,2006Q4,60_DPD,30_DPD,911,27583.8957000000,0.1459935897
Vintage,2006Q4,60_DPD,60_DPD,2295,69489.6165000000,0.3677884615
Vintage,2006Q4,60_DPD,90_PLUS,2381,72093.5847000000,0.3815705128
Vintage,2006Q4,60_DPD,CENSORED_DEFECT,2,60.5574000000,0.0003205128
Vintage,2006Q4,60_DPD,CENSORED_RPL,6,181.6722000000,0.0009615385
Vintage,2006Q4,60_DPD,CURRENT,613,18560.8431000000,0.0982371795
Vintage,2006Q4,60_DPD,DEFAULTED,6,181.6722000000,0.0009615385
Vintage,2006Q4,60_DPD,PAID_OFF,26,787.2462000000,0.0041666667
Vintage,2006Q4,90_PLUS,30_DPD,172,5207.9364000000,0.0066726151
Vintage,2006Q4,90_PLUS,60_DPD,352,10658.1024000000,0.0136555844
Vintage,2006Q4,90_PLUS,90_PLUS,23303,705584.5461000000,0.9040229662
Vintage,2006Q4,90_PLUS,CENSORED_DEFECT,36,1090.0332000000,0.0013965939
Vintage,2006Q4,90_PLUS,CENSORED_RPL,1,30.2787000000,0.0000387943
Vintage,2006Q4,90_PLUS,CURRENT,988,29915.3556000000,0.0383287427
Vintage,2006Q4,90_PLUS,DEFAULTED,851,25767.1737000000,0.0330139271
Vintage,2006Q4,90_PLUS,PAID_OFF,74,2240.6238000000,0.0028707763
Vintage,2006Q4,CURRENT,30_DPD,8138,246408.0606000000,0.0140615578
Vintage,2006Q4,CURRENT,60_DPD,87,2634.2469000000,0.0001503263
Vintage,2006Q4,CURRENT,90_PLUS,67,2028.6729000000,0.0001157685
Vintage,2006Q4,CURRENT,CENSORED_DEFECT,24,726.6888000000,0.0000414693
Vintage,2006Q4,CURRENT,CENSORED_RPL,193,5843.7891000000,0.0003334825
Vintage,2006Q4,CURRENT,CURRENT,561831,17011512.2996999994,0.9707814031
Vintage,2006Q4,CURRENT,DEFAULTED,9,272.5083000000,0.0000155510
Vintage,2006Q4,CURRENT,PAID_OFF,8392,254098.8504000000,0.0145004415
Vintage,2006Q4,DEFAULTED,CENSORED_DEFECT,2,60.5574000000,0.0005702880
Vintage,2006Q4,DEFAULTED,DEFAULTED,3505,106126.8435000000,0.9994297120
Vintage,2007Q1,30_DPD,30_DPD,8176,247185.8256000000,0.4726011561
Vintage,2007Q1,30_DPD,60_DPD,3483,105301.8873000000,0.2013294798
Vintage,2007Q1,30_DPD,90_PLUS,22,665.1282000000,0.0012716763
Vintage,2007Q1,30_DPD,CENSORED_DEFECT,1,30.2331000000,0.0000578035
Vintage,2007Q1,30_DPD,CENSORED_RPL,29,876.7599000000,0.0016763006
Vintage,2007Q1,30_DPD,CURRENT,5475,165526.2225000000,0.3164739884
Vintage,2007Q1,30_DPD,DEFAULTED,4,120.9324000000,0.0002312139
Vintage,2007Q1,30_DPD,PAID_OFF,110,3325.6410000000,0.0063583815
Vintage,2007Q1,60_DPD,30_DPD,898,27149.3238000000,0.1502928870
Vintage,2007Q1,60_DPD,60_DPD,2115,63943.0065000000,0.3539748954
Vintage,2007Q1,60_DPD,90_PLUS,2312,69898.9272000000,0.3869456067
Vintage,2007Q1,60_DPD,CENSORED_DEFECT,1,30.2331000000,0.0001673640
Vintage,2007Q1,60_DPD,CENSORED_RPL,6,181.3986000000,0.0010041841
Vintage,2007Q1,60_DPD,CURRENT,615,18593.3565000000,0.1029288703
Vintage,2007Q1,60_DPD,DEFAULTED,7,211.6317000000,0.0011715481
Vintage,2007Q1,60_DPD,PAID_OFF,21,634.8951000000,0.0035146444
Vintage,2007Q1,90_PLUS,30_DPD,150,4534.9650000000,0.0060161232
Vintage,2007Q1,90_PLUS,60_DPD,307,9281.5617000000,0.0123129988
Vintage,2007Q1,90_PLUS,90_PLUS,22552,681816.8712000001,0.9045040709
Vintage,2007Q1,90_PLUS,CENSORED_DEFECT,40,1209.3240000000,0.0016042995
Vintage,2007Q1,90_PLUS,CENSORED_RPL,1,30.2331000000,0.0000401075
Vintage,2007Q1,90_PLUS,CURRENT,1005,30384.2655000000,0.0403080255
Vintage,2007Q1,90_PLUS,DEFAULTED,813,24579.5103000000,0.0326073878
Vintage,2007Q1,90_PLUS,PAID_OFF,65,1965.1515000000,0.0026069867
Vintage,2007Q1,CURRENT,30_DPD,8076,244162.5156000000,0.0138614745
Vintage,2007Q1,CURRENT,60_DPD,72,2176.7832000000,0.0001235793
Vintage,2007Q1,CURRENT,90_PLUS,48,1451.1888000000,0.0000823862
Vintage,2007Q1,CURRENT,CENSORED_DEFECT,37,1118.6247000000,0.0000635060
Vintage,2007Q1,CURRENT,CENSORED_RPL,201,6076.8531000000,0.0003449921
Vintage,2007Q1,CURRENT,CURRENT,565779,17105253.0848999992,0.9710910333
Vintage,2007Q1,CURRENT,DEFAULTED,9,272.0979000000,0.0000154474
Vintage,2007Q1,CURRENT,PAID_OFF,8400,253958.0400000000,0.0144175812
Vintage,2007Q1,DEFAULTED,CENSORED_DEFECT,1,30.2331000000,0.0002995806
Vintage,2007Q1,DEFAULTED,DEFAULTED,3337,100887.8547000000,0.9997004194
Vintage,2007Q2,30_DPD,30_DPD,9175,324845.4625000000,0.4953301301
Vintage,2007Q2,30_DPD,60_DPD,3670,129938.1850000000,0.1981320520
Vintage,2007Q2,30_DPD,90_PLUS,22,778.9210000000,0.0011877126
Vintage,2007Q2,30_DPD,CENSORED_DEFECT,3,106.2165000000,0.0001619608
Vintage,2007Q2,30_DPD,CENSORED_RPL,32,1132.9760000000,0.0017275819
Vintage,2007Q2,30_DPD,CURRENT,5515,195261.3325000000,0.2977379474
Vintage,2007Q2,30_DPD,DEFAULTED,4,141.6220000000,0.0002159477
Vintage,2007Q2,30_DPD,PAID_OFF,102,3611.3610000000,0.0055066674
Vintage,2007Q2,60_DPD,30_DPD,932,32997.9260000000,0.1429228646
Vintage,2007Q2,60_DPD,60_DPD,2457,86991.3135000000,0.3767827020
Vintage,2007Q2,60_DPD,90_PLUS,2498,88442.9390000000,0.3830700813
Vintage,2007Q2,60_DPD,CENSORED_DEFECT,3,106.2165000000,0.0004600521
Vintage,2007Q2,60_DPD,CENSORED_RPL,4,141.6220000000,0.0006134029
Vintage,2007Q2,60_DPD,CURRENT,598,21172.4890000000,0.0917037264
Vintage,2007Q2,60_DPD,DEFAULTED,9,318.6495000000,0.0013801564
Vintage,2007Q2,60_DPD,PAID_OFF,20,708.1100000000,0.0030670143
Vintage,2007Q2,90_PLUS,30_DPD,157,5558.6635000000,0.0055709318
Vintage,2007Q2,90_PLUS,60_DPD,311,11011.1105000000,0.0110354127
Vintage,2007Q2,90_PLUS,90_PLUS,25600,906380.8000000000,0.9083812363
Vintage,2007Q2,90_PLUS,CENSORED_DEFECT,51,1805.6805000000,0.0018096657
Vintage,2007Q2,90_PLUS,CENSORED_RPL,1,35.4055000000,0.0000354836
Vintage,2007Q2,90_PLUS,CURRENT,1066,37742.2630000000,0.0378255624
Vintage,2007Q2,90_PLUS,DEFAULTED,922,32643.8710000000,0.0327159180
Vintage,2007Q2,90_PLUS,PAID_OFF,74,2620.0070000000,0.0026257895
Vintage,2007Q2,CURRENT,30_DPD,8264,292591.0520000000,0.0147117728
Vintage,2007Q2,CURRENT,60_DPD,85,3009.4675000000,0.0001513191
Vintage,2007Q2,CURRENT,90_PLUS,69,2442.9795000000,0.0001228355
Vintage,2007Q2,CURRENT,CENSORED_DEFECT,34,1203.7870000000,0.0000605276
Vintage,2007Q2,CURRENT,CENSORED_RPL,165,5841.9075000000,0.0002937370
Vintage,2007Q2,CURRENT,CURRENT,544823,19289730.7265000008,0.9699070901
Vintage,2007Q2,CURRENT,DEFAULTED,6,212.4330000000,0.0000106813
Vintage,2007Q2,CURRENT,PAID_OFF,8281,293192.9455000000,0.0147420366
Vintage,2007Q2,DEFAULTED,CENSORED_DEFECT,3,106.2165000000,0.0007753942
Vintage,2007Q2,DEFAULTED,DEFAULTED,3866,136877.6630000000,0.9992246058
Vintage,2007Q3,30_DPD,30_DPD,8771,249955.9580000000,0.4821615084
Vintage,2007Q3,30_DPD,60_DPD,3827,109061.8460000000,0.2103787587
Vintage,2007Q3,30_DPD,90_PLUS,32,911.9360000000,0.0017591116
Vintage,2007Q3,30_DPD,CENSORED_DEFECT,6,170.9880000000,0.0003298334
Vintage,2007Q3,30_DPD,CENSORED_RPL,25,712.4500000000,0.0013743060
Vintage,2007Q3,30_DPD,CURRENT,5419,154430.6620000000,0.2978945632
Vintage,2007Q3,30_DPD,DEFAULTED,4,113.9920000000,0.0002198890
Vintage,2007Q3,30_DPD,PAID_OFF,107,3049.2860000000,0.0058820296
Vintage,2007Q3,60_DPD,30_DPD,984,28042.0320000000,0.1409338298
Vintage,2007Q3,60_DPD,60_DPD,2700,76944.6000000000,0.3867086795
Vintage,2007Q3,60_DPD,90_PLUS,2571,73268.3580000000,0.3682325981
Vintage,2007Q3,60_DPD,CENSORED_DEFECT,3,85.4940000000,0.0004296763
Vintage,2007Q3,60_DPD,CENSORED_RPL,8,227.9840000000,0.0011458035
Vintage,2007Q3,60_DPD,CURRENT,685,19521.1300000000,0.0981094242
Vintage,2007Q3,60_DPD,DEFAULTED,6,170.9880000000,0.0008593526
Vintage,2007Q3,60_DPD,PAID_OFF,25,712.4500000000,0.0035806359
Vintage,2007Q3,90_PLUS,30_DPD,182,5186.6360000000,0.0064152274
Vintage,2007Q3,90_PLUS,60_DPD,375,10686.7500000000,0.0132181882
Vintage,2007Q3,90_PLUS,90_PLUS,25700,732398.6000000000,0.9058864998
Vintage,2007Q3,90_PLUS,CENSORED_DEFECT,68,1937.8640000000,0.0023968981
Vintage,2007Q3,90_PLUS,CENSORED_RPL,1,28.4980000000,0.0000352485
Vintage,2007Q3,90_PLUS,CURRENT,1043,29723.4140000000,0.0367641875
Vintage,2007Q3,90_PLUS,DEFAULTED,932,26560.1360000000,0.0328516038
Vintage,2007Q3,90_PLUS,PAID_OFF,69,1966.3620000000,0.0024321466
Vintage,2007Q3,CURRENT,30_DPD,8255,235250.9900000000,0.0169001570
Vintage,2007Q3,CURRENT,60_DPD,80,2279.8400000000,0.0001637810
Vintage,2007Q3,CURRENT,90_PLUS,69,1966.3620000000,0.0001412612
Vintage,2007Q3,CURRENT,CENSORED_DEFECT,35,997.4300000000,0.0000716542
Vintage,2007Q3,CURRENT,CENSORED_RPL,178,5072.6440000000,0.0003644128
