reporting_month,state,rows,weighted_rows
201402,CURRENT,21935,747336.3774
201402,DEFAULTED,475,15619.2975
201402,PAID_OFF,291,9782.2788
201403,30_DPD,953,32079.8596
201403,60_DPD,362,11916.8889
201403,90_PLUS,1738,57891.6002
201403,CENSORED_DEFECT,5,169.0799
201403,CURRENT,21827,743363.7412
201403,DEFAULTED,459,15078.9352
201403,PAID_OFF,320,10871.776
201404,30_DPD,999,33312.7769
201404,60_DPD,366,12283.2985
201404,90_PLUS,1690,56111.111600000004
201404,CENSORED_DEFECT,3,91.9137
201404,CURRENT,21402,728978.0964
201404,DEFAULTED,429,14234.0887
201404,PAID_OFF,373,12780.8923
201405,30_DPD,1012,33924.6436
201405,60_DPD,391,12950.6119
201405,90_PLUS,1645,54718.3009
201405,CENSORED_DEFECT,1,35.4055
201405,CURRENT,21017,715809.8299
201405,DEFAULTED,404,13398.3076
201405,PAID_OFF,340,11510.8743
201406,30_DPD,993,33069.3988
201406,60_DPD,382,12894.0823
201406,90_PLUS,1628,54179.0014
201406,CENSORED_DEFECT,1,28.498
201406,CURRENT,20671,704300.5969
201406,DEFAULTED,373,12288.4653
201406,PAID_OFF,344,11463.3721
201407,30_DPD,976,32642.704700000002
201407,60_DPD,379,12589.3106
201407,90_PLUS,1589,52831.8409
201407,CENSORED_DEFECT,1,30.2331
201407,CURRENT,20343,693170.9953
201407,DEFAULTED,353,11637.1052
201407,PAID_OFF,344,11787.019
201408,30_DPD,1061,35539.114
201408,60_DPD,402,13371.4514
201408,90_PLUS,1529,50909.5633
201408,CENSORED_DEFECT,3,109.0149
201408,CURRENT,19900,678155.5291
201408,DEFAULTED,376,12291.777900000001
201408,PAID_OFF,308,10475.6612
201409,30_DPD,1037,34798.6077
201409,60_DPD,367,12158.7353
201409,90_PLUS,1523,50709.6373
201409,CENSORED_DEFECT,2,79.3323
201409,CURRENT,19531,665672.6118000001
201409,DEFAULTED,339,11148.982100000001
201409,PAID_OFF,371,12554.5014
201410,30_DPD,959,32023.958300000002
201410,60_DPD,360,11998.1698
201410,90_PLUS,1483,49211.5178
201410,CURRENT,19284,657461.176
201410,DEFAULTED,317,10491.2161
201410,PAID_OFF,320,10834.1822
201411,30_DPD,1115,37209.7364
201411,60_DPD,404,13412.5054
201411,90_PLUS,1467,48669.99
201411,CENSORED_DEFECT,1,50.8343
201411,CURRENT,18792,640853.6765
201411,DEFAULTED,288,9490.6782
201411,PAID_OFF,259,8912.6574
201412,30_DPD,920,30688.6616
201412,60_DPD,416,13721.3724
201412,90_PLUS,1436,47600.9805
201412,CENSORED_DEFECT,2,80.51689999999999
201412,CURRENT,18668,636698.8864
201412,DEFAULTED,276,8987.3352
201412,PAID_OFF,297,10109.5644
201501,30_DPD,958,31905.5983
201501,60_DPD,380,12668.2232
201501,90_PLUS,1423,47062.820100000004
201501,CURRENT,18383,627088.8682
201501,DEFAULTED,278,9113.7343
201501,PAID_OFF,248,8376.9571
201502,30_DPD,900,30117.9842
201502,60_DPD,347,11502.73
201502,90_PLUS,1367,45059.5968
201502,CENSORED_DEFECT,1,30.8208
201502,CURRENT,18226,621706.0674
201502,DEFAULTED,277,9108.928100000001
201502,PAID_OFF,258,8800.972600000001
201503,30_DPD,804,27041.7995
201503,60_DPD,292,9512.1067
201503,90_PLUS,1254,41388.1715
201503,CENSORED_DEFECT,2,63.690999999999995
201503,CURRENT,18068,616120.5997
201503,DEFAULTED,303,9918.799500000001
201503,PAID_OFF,344,11739.0006
201504,30_DPD,815,27133.2602
201504,60_DPD,293,9572.4878
201504,90_PLUS,1191,39414.4534
201504,CURRENT,17805,607135.9259
201504,DEFAULTED,259,8499.5575
201504,PAID_OFF,276,9505.720800000001
201505,30_DPD,890,29971.4348
201505,60_DPD,298,9744.6983
201505,90_PLUS,1124,37165.0098
201505,CENSORED_DEFECT,2,58.0801
201505,CURRENT,17422,593694.8402
201505,DEFAULTED,281,9231.6272
201505,PAID_OFF,300,10418.8161
201506,30_DPD,871,29286.0053
201506,60_DPD,309,10236.5133
201506,90_PLUS,1074,35520.2015
201506,CENSORED_DEFECT,1,29.8574
201506,CURRENT,17102,582377.4827
201506,DEFAULTED,244,7972.5819
201506,PAID_OFF,331,11665.584499999999
201507,30_DPD,863,29059.9842
201507,60_DPD,302,9992.545699999999
201507,90_PLUS,1045,34545.3898
201507,CENSORED_DEFECT,2,77.5738
201507,CURRENT,16808,572204.7669
201507,DEFAULTED,222,7204.4352
201507,PAID_OFF,298,10324.0535
201508,30_DPD,851,28788.9725
201508,60_DPD,314,10397.99
201508,90_PLUS,1045,34612.2119
201508,CURRENT,16517,562009.7811
201508,DEFAULTED,206,6709.4282
201508,PAID_OFF,262,9000.8162
201509,30_DPD,880,29523.7848
201509,60_DPD,318,10586.9091
201509,90_PLUS,1004,33213.7776
201509,CENSORED_DEFECT,4,125.7287
201509,CURRENT,16198,551497.5127000001
201509,DEFAULTED,222,7238.0199
201509,PAID_OFF,266,9003.1438
201510,30_DPD,852,28751.8025
201510,60_DPD,293,9681.026
201510,90_PLUS,961,31948.6337
201510,CENSORED_DEFECT,1,30.8208
201510,CURRENT,15963,543318.4985
201510,DEFAULTED,224,7318.5182
201510,PAID_OFF,265,8970.2648
201511,30_DPD,873,29324.1419
201511,60_DPD,280,9336.6901
201511,90_PLUS,952,31566.1745
201511,CENSORED_DEFECT,3,88.1123
201511,CURRENT,15741,535925.5138000001
201511,DEFAULTED,182,5951.4006
201511,PAID_OFF,193,6549.3117
201512,30_DPD,792,26535.2815
201512,60_DPD,297,9746.731
201512,90_PLUS,921,30630.7393
201512,CENSORED_DEFECT,2,66.22630000000001
201512,CURRENT,15535,529188.3919
201512,DEFAULTED,171,5578.3179
201512,PAID_OFF,279,9340.3528
201601,30_DPD,906,30680.7345
201601,60_DPD,285,9549.4965
201601,90_PLUS,917,30470.1459
201601,CURRENT,15227,518262.2273
201601,DEFAULTED,169,5607.0434000000005
201601,PAID_OFF,174,5875.8892
201602,30_DPD,736,24943.7244
201602,60_DPD,263,8731.3732
201602,90_PLUS,865,28798.5011
201602,CURRENT,15182,516685.598
201602,DEFAULTED,171,5633.7237000000005
201602,PAID_OFF,243,8248.1142
201603,30_DPD,715,23959.4951
201603,60_DPD,223,7442.19
201603,90_PLUS,812,27003.572399999997
201603,CURRENT,15035,511836.77760000003
201603,DEFAULTED,135,4484.6743
201603,PAID_OFF,237,8106.4877
201604,30_DPD,728,24542.034
201604,60_DPD,248,8195.3929
201604,90_PLUS,796,26476.3662
201604,CURRENT,14791,503541.0651
201604,DEFAULTED,137,4496.2523
201604,PAID_OFF,191,6485.1048
201605,30_DPD,705,23916.2619
201605,60_DPD,248,8321.8474
201605,90_PLUS,751,25061.1557
201605,CURRENT,14581,496160.4944
201605,DEFAULTED,147,4780.9119
201605,PAID_OFF,229,7739.616599999999
201606,30_DPD,727,24712.5133
201606,60_DPD,248,8293.7011
201606,90_PLUS,733,24481.7029
201606,CURRENT,14323,487474.4829
201606,DEFAULTED,118,3882.7117
201606,PAID_OFF,229,7701.2527
201607,30_DPD,769,25878.0478
201607,60_DPD,278,9289.6057
201607,90_PLUS,694,23269.2025
201607,CURRENT,14075,479361.605
201607,DEFAULTED,117,3845.2438
201607,PAID_OFF,197,6581.5965
201608,30_DPD,703,23817.940300000002
201608,60_DPD,273,9162.5678
201608,90_PLUS,651,21862.8515
201608,CENSORED_DEFECT,1,28.3975
201608,CURRENT,13908,473335.6224
201608,DEFAULTED,143,4686.6715
201608,PAID_OFF,237,8202.6841
201609,30_DPD,750,25324.797599999998
201609,60_DPD,245,8245.8552
201609,90_PLUS,670,22396.2712
201609,CURRENT,13662,465209.993
201609,DEFAULTED,112,3679.6555
201609,PAID_OFF,188,6322.9491
201610,30_DPD,723,24458.302
201610,60_DPD,244,8182.9654
201610,90_PLUS,658,21867.4181
201610,CURRENT,13477,458915.2302
201610,DEFAULTED,103,3408.9401
201610,PAID_OFF,215,7388.4292
201611,30_DPD,760,25650.1936
201611,60_DPD,230,7820.1659
201611,90_PLUS,677,22618.3772
201611,CURRENT,13216,449855.82420000003
201611,DEFAULTED,100,3270.187
201611,PAID_OFF,206,7085.8646
201612,30_DPD,768,26009.2125
201612,60_DPD,236,7815.3193
201612,90_PLUS,644,21415.106200000002
201612,CENSORED_RPL,72,2393.9521
201612,CURRENT,12927,440185.6956
201612,DEFAULTED,133,4479.4169
201612,PAID_OFF,190,6503.0915
201701,30_DPD,705,23670.4748
201701,60_DPD,239,8082.2318000000005
201701,90_PLUS,632,21089.3485
201701,CURRENT,12789,435480.3698
201701,DEFAULTED,103,3368.3574
201701,PAID_OFF,195,6628.5280999999995
201702,30_DPD,735,24656.8784
201702,60_DPD,246,8347.5179
201702,90_PLUS,616,20525.9358
201702,CENSORED_DEFECT,1,38.7869
201702,CURRENT,12581,428669.9389
201702,DEFAULTED,99,3251.5058
201702,PAID_OFF,175,5716.4089
201703,30_DPD,577,19446.8554
201703,60_DPD,209,6924.0518
201703,90_PLUS,574,19233.2232
201703,CURRENT,12608,429470.35589999997
201703,DEFAULTED,103,3355.9099
201703,PAID_OFF,191,6522.3412
201704,30_DPD,720,24241.0281
201704,60_DPD,208,6965.8672
201704,90_PLUS,589,19828.6553
201704,CURRENT,12265,417816.1769
201704,DEFAULTED,87,2826.3911
201704,PAID_OFF,179,6008.3553
201705,30_DPD,621,21102.7382
201705,60_DPD,227,7628.2924
201705,90_PLUS,546,18326.1483
201705,CENSORED_RPL,21,677.2465
201705,CURRENT,12150,413600.5413
201705,DEFAULTED,103,3380.5887000000002
201705,PAID_OFF,185,6465.845600000001
201706,30_DPD,655,21985.6532
201706,60_DPD,201,6877.4824
201706,90_PLUS,541,18186.909200000002
201706,CURRENT,11957,407028.3203
201706,DEFAULTED,84,2747.2378
201706,PAID_OFF,176,6139.2169
201707,30_DPD,642,21537.845
201707,60_DPD,239,8120.6134
201707,90_PLUS,536,18036.376800000002
201707,CENSORED_RPL,8,267.9828
201707,CURRENT,11775,400703.6809
201707,DEFAULTED,73,2399.1862
201707,PAID_OFF,165,5767.3497
201708,30_DPD,631,21152.7009
201708,60_DPD,247,8322.1145
201708,90_PLUS,545,18464.2239
201708,CENSORED_RPL,84,2603.577
201708,CURRENT,11509,391977.30929999996
201708,DEFAULTED,82,2627.4548
201708,PAID_OFF,158,5332.5315
201709,30_DPD,671,22373.5698
201709,60_DPD,231,7729.4597
201709,90_PLUS,562,19130.1547
201709,CURRENT,11316,385514.3309
201709,DEFAULTED,69,2241.398
201709,PAID_OFF,144,4902.700000000001
201710,30_DPD,735,24452.284200000002
201710,60_DPD,252,8492.9702
201710,90_PLUS,558,18882.871
201710,CENSORED_RPL,76,2458.5356
201710,CURRENT,11000,374812.06549999997
201710,DEFAULTED,65,2098.8702
201710,PAID_OFF,154,5474.7498
201711,30_DPD,671,22757.5962
201711,60_DPD,288,9589.104000000001
201711,90_PLUS,572,19464.988
201711,CENSORED_RPL,32,1059.7404
201711,CURRENT,10812,367813.2926
201711,DEFAULTED,69,2220.5634
201711,PAID_OFF,159,5579.7185
201712,30_DPD,695,23297.6672
201712,60_DPD,256,8687.3999
201712,90_PLUS,614,20951.5915
201712,CENSORED_RPL,93,2955.945
201712,CURRENT,10533,358561.1627
201712,DEFAULTED,69,2231.022
201712,PAID_OFF,138,4698.8833
201801,30_DPD,649,21881.5302
201801,60_DPD,226,7531.5428
201801,90_PLUS,594,20347.9378
201801,CURRENT,10491,356924.8124
201801,DEFAULTED,67,2176.107
201801,PAID_OFF,126,4413.455
201802,30_DPD,634,21104.8955
201802,60_DPD,238,8078.5637
201802,90_PLUS,569,19337.3793
201802,CURRENT,10400,353955.9051
201802,DEFAULTED,59,1951.4637
201802,PAID_OFF,108,3826.7535
201803,30_DPD,559,18580.9147
201803,60_DPD,174,5778.8104
201803,90_PLUS,543,18490.6604
201803,CENSORED_RPL,103,3408.6411
201803,CURRENT,10321,351289.4952
201803,DEFAULTED,55,1799.5109
201803,PAID_OFF,137,4782.7553
201804,30_DPD,554,18564.9696
201804,60_DPD,180,6073.4954
201804,90_PLUS,505,17119.1459
201804,CURRENT,10228,347921.4474
201804,DEFAULTED,55,1790.4662
201804,PAID_OFF,120,4136.7053
201805,30_DPD,538,17964.179
201805,60_DPD,180,6036.0912
201805,90_PLUS,463,15654.9086
201805,CURRENT,10121,344370.3483
201805,DEFAULTED,77,2610.6932
201805,PAID_OFF,138,4705.3594
201806,30_DPD,569,18840.752
201806,60_DPD,178,6033.3406
201806,90_PLUS,435,14687.9556
201806,CENSORED_RPL,78,2612.4171
201806,CURRENT,9903,337014.7505
201806,DEFAULTED,56,1839.4392
201806,PAID_OFF,134,4691.3425
201807,30_DPD,569,18926.3169
201807,60_DPD,168,5734.2664
201807,90_PLUS,420,14245.286399999999
201807,CURRENT,9806,333541.09380000003
201807,DEFAULTED,49,1613.3843
201807,PAID_OFF,117,3962.4904
201808,30_DPD,498,16693.9838
201808,60_DPD,167,5607.6853
201808,90_PLUS,399,13647.240600000001
201808,CENSORED_DEFECT,1,33.8336
201808,CENSORED_RPL,111,3654.5915
201808,CURRENT,9642,327864.8924
201808,DEFAULTED,53,1750.6308
201808,PAID_OFF,135,4620.5324
201809,30_DPD,605,20151.9375
201809,60_DPD,189,6280.6924
201809,90_PLUS,395,13504.0532
201809,CURRENT,9411,320140.1779
201809,DEFAULTED,55,1881.6012
201809,PAID_OFF,94,3302.4693
201810,30_DPD,561,18615.1241
201810,60_DPD,176,5848.0641
201810,90_PLUS,382,13015.5875
201810,CENSORED_DEFECT,1,38.7869
201810,CURRENT,9371,318736.6806
201810,DEFAULTED,56,1954.5883000000001
201810,PAID_OFF,101,3514.7955
201811,30_DPD,532,17616.387300000002
201811,60_DPD,171,5617.2056
201811,90_PLUS,389,13194.1449
201811,CENSORED_RPL,179,5941.8852
201811,CURRENT,9105,309924.1118
201811,DEFAULTED,57,2000.9895
201811,PAID_OFF,104,3568.3114
201812,30_DPD,540,18017.858500000002
201812,60_DPD,166,5547.1549
201812,90_PLUS,372,12589.5545
201812,CURRENT,9007,306334.7571
201812,DEFAULTED,69,2427.3
201812,PAID_OFF,90,3100.3923999999997
201901,30_DPD,537,17861.557099999998
201901,60_DPD,163,5373.2715
201901,90_PLUS,371,12586.2712
201901,CURRENT,8926,303707.7798
201901,DEFAULTED,51,1791.0696
201901,PAID_OFF,82,2775.2248
201902,30_DPD,555,18355.4818
201902,60_DPD,177,5943.8927
201902,90_PLUS,350,11815.3691
201902,CURRENT,8833,300611.7348
201902,DEFAULTED,50,1808.9737
201902,PAID_OFF,75,2537.038
201903,30_DPD,498,16572.7198
201903,60_DPD,159,5325.4718
201903,90_PLUS,342,11548.62
201903,CENSORED_DEFECT,1,30.2787
201903,CENSORED_RPL,111,3639.1585999999998
201903,CURRENT,8702,296187.9185
201903,DEFAULTED,48,1709.6543
201903,PAID_OFF,95,3200.2145
201904,30_DPD,466,15512.1204
201904,60_DPD,145,4931.3121
201904,90_PLUS,342,11528.5243
201904,CURRENT,8632,293609.2268
201904,DEFAULTED,48,1725.6252
201904,PAID_OFF,111,3878.739
201905,30_DPD,482,15981.5034
201905,60_DPD,144,4948.0931
201905,90_PLUS,344,11613.1692
201905,CENSORED_RPL,180,5953.2069
201905,CURRENT,8305,282684.1346
201905,DEFAULTED,45,1582.8942
201905,PAID_OFF,124,4222.0731
201906,30_DPD,496,16755.843399999998
201906,60_DPD,149,4913.3131
201906,90_PLUS,317,10709.5993
201906,CURRENT,8219,279571.8598
201906,DEFAULTED,42,1438.9958000000001
201906,PAID_OFF,88,3086.1703
201907,30_DPD,517,17394.461
201907,60_DPD,141,4789.9423
201907,90_PLUS,292,9742.7719
201907,CURRENT,8103,275673.57
201907,DEFAULTED,55,1860.3509
201907,PAID_OFF,106,3620.2622
201908,30_DPD,414,14074.4173
201908,60_DPD,140,4755.4806
201908,90_PLUS,295,9860.6288
201908,CENSORED_RPL,104,3434.7507
201908,CURRENT,7986,271474.9321
201908,DEFAULTED,33,1095.3088
201908,PAID_OFF,109,3842.9768
201909,30_DPD,402,13569.4912
201909,60_DPD,134,4487.4838
201909,90_PLUS,290,9656.3821
201909,CENSORED_RPL,56,1855.0941
201909,CURRENT,7855,267240.289
201909,DEFAULTED,31,1039.7397
201909,PAID_OFF,95,3261.5983
201910,30_DPD,377,12741.9466
201910,60_DPD,133,4514.2342
201910,90_PLUS,290,9598.163
201910,CURRENT,7770,264404.6041
201910,DEFAULTED,26,865.014
201910,PAID_OFF,109,3613.0431
201911,30_DPD,373,12629.4809
201911,60_DPD,123,4135.7223
201911,90_PLUS,295,9756.5613
201911,CENSORED_RPL,161,5325.8977
201911,CURRENT,7518,255884.8764
201911,DEFAULTED,28,938.7564
201911,PAID_OFF,94,3333.5245
201912,30_DPD,358,12055.4734
201912,60_DPD,123,4245.5625
201912,90_PLUS,288,9493.5706
201912,CURRENT,7424,252496.4061
201912,DEFAULTED,32,1080.111
201912,PAID_OFF,107,3816.1983
202001,30_DPD,351,11851.587
202001,60_DPD,109,3646.0711
202001,90_PLUS,257,8553.133899999999
202001,CURRENT,7341,249593.62529999999
202001,DEFAULTED,50,1679.676
202001,PAID_OFF,113,3924.5510999999997
202002,30_DPD,349,11885.7913
202002,60_DPD,120,3994.0567
202002,90_PLUS,249,8281.699
202002,CURRENT,7226,245624.59649999999
202002,DEFAULTED,34,1112.4755
202002,PAID_OFF,109,3706.5333
202003,30_DPD,338,11323.4919
202003,60_DPD,115,3880.894
202003,90_PLUS,256,8577.5379
202003,CENSORED_RPL,90,2895.7757
202003,CURRENT,7028,239076.3052
202003,DEFAULTED,31,987.9266
202003,PAID_OFF,112,3884.5607999999997
202004,30_DPD,491,16568.2132
202004,60_DPD,147,4994.3294000000005
202004,90_PLUS,272,9137.7295
202004,CENSORED_DEFECT,1,28.3975
202004,CURRENT,6704,227892.80930000002
202004,DEFAULTED,26,836.8792
202004,PAID_OFF,121,4185.9158
202005,30_DPD,358,11890.6492
202005,60_DPD,296,9983.3418
202005,90_PLUS,318,10680.791000000001
202005,CENSORED_DEFECT,1,28.3975
202005,CURRENT,6525,221742.8706
202005,DEFAULTED,21,666.3148
202005,PAID_OFF,116,4267.031300000001
202006,30_DPD,270,9051.3236
202006,60_DPD,195,6564.4118
202006,90_PLUS,478,16070.7857
202006,CURRENT,6437,218493.6821
202006,DEFAULTED,19,593.7687
202006,PAID_OFF,116,4088.9514
202007,30_DPD,230,7734.3223
202007,60_DPD,112,3714.2814
202007,90_PLUS,516,17351.8673
202007,CENSORED_RPL,120,4006.8683
202007,CURRENT,6262,212314.143
202007,DEFAULTED,19,570.3685
202007,PAID_OFF,138,5000.466
202008,30_DPD,258,8711.4539
202008,60_DPD,91,2998.5298000000003
202008,90_PLUS,524,17593.6307
202008,CURRENT,6132,207588.5183
202008,DEFAULTED,19,591.5201999999999
202008,PAID_OFF,114,4171.4722
202009,30_DPD,198,6600.3514000000005
202009,60_DPD,94,3119.4790000000003
202009,90_PLUS,504,16919.3566
202009,CENSORED_RPL,77,2435.9184
202009,CURRENT,6003,203138.99420000002
202009,DEFAULTED,16,505.8506
202009,PAID_OFF,127,4616.9336
202010,30_DPD,176,5842.586
202010,60_DPD,81,2648.9875
202010,90_PLUS,494,16536.0772
202010,CURRENT,5926,200546.5867
202010,DEFAULTED,17,532.1062
202010,PAID_OFF,118,4078.7652
202011,30_DPD,202,6768.8633
202011,60_DPD,61,2045.5565
202011,90_PLUS,481,16052.4059
202011,CENSORED_RPL,109,3740.8951
202011,CURRENT,5697,192606.79
202011,DEFAULTED,13,411.0117
202011,PAID_OFF,125,4298.6727
202012,30_DPD,180,6071.0745
202012,60_DPD,68,2200.3838
202012,90_PLUS,454,15189.9342
202012,CURRENT,5587,188844.7808
202012,DEFAULTED,26,879.8224
202012,PAID_OFF,137,4632.4054
202101,30_DPD,189,6368.1704
202101,60_DPD,61,1994.373
202101,90_PLUS,443,14764.413700000001
202101,CURRENT,5504,186089.1465
202101,DEFAULTED,12,386.5796
202101,PAID_OFF,90,3028.9702
202102,30_DPD,196,6561.1069
202102,60_DPD,71,2388.7557
202102,90_PLUS,450,14964.3205
202102,CURRENT,5389,182410.6665
202102,DEFAULTED,11,364.355
202102,PAID_OFF,89,2825.6154
202103,30_DPD,137,4711.1919
202103,60_DPD,49,1603.9781
202103,90_PLUS,435,14441.3356
202103,CURRENT,5362,181501.0028
202103,DEFAULTED,9,303.3011
202103,PAID_OFF,122,4031.9357
202104,30_DPD,150,5085.4855
202104,60_DPD,46,1539.6762
202104,90_PLUS,414,13785.4403
202104,CENSORED_RPL,68,2288.1995
202104,CURRENT,5173,175156.6515
202104,DEFAULTED,8,265.6104
202104,PAID_OFF,132,4402.0554
202105,30_DPD,183,6107.3019
202105,60_DPD,54,1820.6987
202105,90_PLUS,398,13237.817000000001
202105,CENSORED_RPL,32,1072.3202
202105,CURRENT,5014,169846.3768
202105,DEFAULTED,8,273.0224
202105,PAID_OFF,101,3445.0482
202106,30_DPD,155,5213.9665
202106,60_DPD,52,1735.1214
202106,90_PLUS,370,12226.0127
202106,CENSORED_RPL,48,1611.3012
202106,CURRENT,4919,166705.3608
202106,DEFAULTED,10,346.1186
202106,PAID_OFF,103,3447.3356
202107,30_DPD,121,4167.7624000000005
202107,60_DPD,48,1675.5719
202107,90_PLUS,346,11322.8359
202107,CENSORED_RPL,37,1194.2423000000001
202107,CURRENT,4831,163748.86200000002
202107,DEFAULTED,10,323.8199
202107,PAID_OFF,110,3669.5551
202108,30_DPD,142,4697.2727
202108,60_DPD,48,1598.2242
202108,90_PLUS,331,10899.8554
202108,CURRENT,4727,160470.6636
202108,DEFAULTED,9,308.4279
202108,PAID_OFF,97,3198.1820000000002
202109,30_DPD,132,4490.0553
202109,60_DPD,56,1885.1870000000001
202109,90_PLUS,309,10255.9882
202109,CURRENT,4666,158184.7767
202109,DEFAULTED,11,345.3099
202109,PAID_OFF,82,2762.2924000000003
202110,30_DPD,139,4685.2956
202110,60_DPD,48,1672.0656
202110,90_PLUS,298,9795.1868
202110,CENSORED_RPL,17,592.9176
202110,CURRENT,4572,155088.7165
202110,DEFAULTED,8,257.59360000000004
202110,PAID_OFF,89,2981.8251
202111,30_DPD,156,5124.5272
202111,60_DPD,36,1193.2006
202111,90_PLUS,280,9238.4135
202111,CURRENT,4491,152628.0828
202111,DEFAULTED,10,331.2859
202111,PAID_OFF,91,2953.6655
202112,30_DPD,126,4285.285
202112,60_DPD,46,1490.6999
202112,90_PLUS,232,7615.5704000000005
202112,CURRENT,4427,150418.792
202112,DEFAULTED,46,1527.856
202112,PAID_OFF,94,3111.6681000000003
202201,30_DPD,145,4898.0921
202201,60_DPD,46,1530.1664
202201,90_PLUS,227,7511.661
202201,CURRENT,4338,147358.3123
202201,DEFAULTED,9,288.514
202201,PAID_OFF,73,2451.5581
202202,30_DPD,131,4544.38
202202,60_DPD,62,2044.496
202202,90_PLUS,216,7138.082600000001
202202,CURRENT,4264,144708.6051
202202,DEFAULTED,9,304.43420000000003
202202,PAID_OFF,81,2786.1905
202203,30_DPD,126,4217.6885
202203,60_DPD,39,1302.3999000000001
202203,90_PLUS,209,6897.5284
202203,CURRENT,4199,142633.9092
202203,DEFAULTED,8,266.7435
202203,PAID_OFF,100,3384.0377
202204,30_DPD,147,4912.8347
202204,60_DPD,41,1365.4753
202204,90_PLUS,199,6586.51
202204,CENSORED_RPL,33,1098.9786000000001
202204,CURRENT,4075,138418.69819999998
202204,DEFAULTED,10,327.843
202204,PAID_OFF,76,2607.9297
202205,30_DPD,124,4132.7413
202205,60_DPD,40,1312.0921
202205,90_PLUS,183,6068.6714
202205,CENSORED_RPL,18,669.1047
202205,CURRENT,4017,136332.657
202205,DEFAULTED,8,266.7435
202205,PAID_OFF,78,2702.9888
202206,30_DPD,132,4394.2691
202206,60_DPD,38,1256.0241
202206,90_PLUS,168,5557.6773
202206,CURRENT,3955,134261.1031
202206,DEFAULTED,11,377.0547
202206,PAID_OFF,68,2266.777
202207,30_DPD,129,4365.8425
202207,60_DPD,41,1335.6617
202207,90_PLUS,162,5341.1856
202207,CURRENT,3917,132910.2938
202207,DEFAULTED,12,405.5527
202207,PAID_OFF,42,1448.8051
202208,30_DPD,123,4110.4659
202208,60_DPD,43,1432.2965
202208,90_PLUS,152,5000.853
202208,CURRENT,3881,131716.7324
202208,DEFAULTED,13,447.8657
202208,PAID_OFF,48,1621.8248
202209,30_DPD,123,4143.9798
202209,60_DPD,41,1330.0054
202209,90_PLUS,155,5111.4191
202209,CENSORED_RPL,16,575.1254
202209,CURRENT,3822,129726.9305
202209,DEFAULTED,12,417.587
202209,PAID_OFF,42,1372.8876
202210,30_DPD,119,4094.7684
202210,60_DPD,36,1186.1732
202210,90_PLUS,140,4654.3207
202210,CENSORED_RPL,7,224.4327
202210,CURRENT,3791,128579.2089
202210,DEFAULTED,14,477.92400000000004
202210,PAID_OFF,45,1483.2365
202211,30_DPD,132,4463.9529999999995
202211,60_DPD,34,1175.449
202211,90_PLUS,141,4641.3231
202211,CURRENT,3745,127092.6804
202211,DEFAULTED,15,511.1151
202211,PAID_OFF,31,1047.9133
202212,30_DPD,130,4352.1409
202212,60_DPD,44,1492.9318
202212,90_PLUS,136,4521.2708999999995
202212,CURRENT,3708,125869.638
202212,DEFAULTED,15,510.5274
202212,PAID_OFF,33,1107.1908
202301,30_DPD,124,4191.0643
202301,60_DPD,34,1105.723
202301,90_PLUS,128,4244.8574
202301,CURRENT,3707,125862.0882
202301,DEFAULTED,17,569.2036
202301,PAID_OFF,23,773.5725
202302,30_DPD,145,4838.9943
202302,60_DPD,38,1268.9403
202302,90_PLUS,126,4178.2459
202302,CURRENT,3657,124203.9364
202302,DEFAULTED,17,576.2116
202302,PAID_OFF,26,878.2105
202303,30_DPD,122,4074.9646000000002
202303,60_DPD,40,1385.1308
202303,90_PLUS,120,3952.3251
202303,CURRENT,3648,123853.5457
202303,DEFAULTED,17,573.8701
202303,PAID_OFF,34,1155.6812
202304,30_DPD,131,4378.1122000000005
202304,60_DPD,45,1550.6915999999999
202304,90_PLUS,118,3905.2956
202304,CURRENT,3611,122551.9077
202304,DEFAULTED,16,545.4177
202304,PAID_OFF,24,849.6804
202305,30_DPD,128,4299.752
202305,60_DPD,25,849.7266
202305,90_PLUS,113,3752.4838
202305,CURRENT,3611,122475.1007
202305,DEFAULTED,16,545.4177
202305,PAID_OFF,27,978.6653
202306,30_DPD,138,4623.6146
202306,60_DPD,28,936.3866
202306,90_PLUS,108,3573.3356000000003
202306,CURRENT,3573,121229.145
202306,DEFAULTED,16,535.0283000000001
202306,PAID_OFF,29,986.1838
202307,30_DPD,129,4284.0818
202307,60_DPD,36,1209.2864
202307,90_PLUS,112,3679.1506
202307,CURRENT,3543,120268.5229
202307,DEFAULTED,15,496.2414
202307,PAID_OFF,27,921.4401
202308,30_DPD,119,3993.1568
202308,60_DPD,32,1046.3648
202308,90_PLUS,105,3432.6678
202308,CENSORED_RPL,16,493.015
202308,CURRENT,3523,119599.3218
202308,DEFAULTED,14,460.83590000000004
202308,PAID_OFF,25,876.5155
202309,30_DPD,148,4913.7112
202309,60_DPD,39,1292.3843
202309,90_PLUS,101,3311.5534000000002
202309,CURRENT,3467,117731.6907
202309,DEFAULTED,13,430.3837
202309,PAID_OFF,24,811.8827
202310,30_DPD,128,4290.3152
202310,60_DPD,49,1612.9615000000001
202310,90_PLUS,82,2727.1192
202310,CENSORED_RPL,16,497.0032
202310,CURRENT,3449,117076.07400000001
202310,DEFAULTED,11,362.4143
202310,PAID_OFF,31,1045.8665
202311,30_DPD,144,4747.2171
202311,60_DPD,40,1303.4718
202311,90_PLUS,68,2275.1229
202311,CURRENT,3409,115761.028
